0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 -0.000000e+00 -0.000000e+00 0.000000e+00 
-3.161001e-08 5.285363e-08 0.000000e+00 1.010367e-06 0.000000e+00 0.000000e+00 3.802984e-01 -6.198008e-01 1.286698e+00 -9.482664e-07 1.585558e-06 0.000000e+00 3.031002e-05 0.000000e+00 0.000000e+00 -4.813741e-05 -2.346296e-05 -7.050010e-05 -8.208275e-08 
-2.527620e-07 4.227141e-07 0.000000e+00 8.080721e-06 0.000000e+00 0.000000e+00 3.802872e-01 -6.198063e-01 1.286681e+00 -3.791854e-06 6.340753e-06 0.000000e+00 1.212110e-04 0.000000e+00 0.000000e+00 -1.925021e-04 -9.382870e-05 -2.819308e-04 -1.306394e-06 
-8.530155e-07 1.426458e-06 0.000000e+00 2.726861e-05 0.000000e+00 0.000000e+00 3.802567e-01 -6.198211e-01 1.286637e+00 -8.527461e-06 1.426104e-05 0.000000e+00 2.726147e-04 0.000000e+00 0.000000e+00 -4.329517e-04 -2.110278e-04 -6.340835e-04 -6.634813e-06 
-2.021257e-06 3.380265e-06 0.000000e+00 6.461757e-05 0.000000e+00 0.000000e+00 3.801974e-01 -6.198500e-01 1.286550e+00 -1.514843e-05 2.533921e-05 0.000000e+00 4.843778e-04 0.000000e+00 0.000000e+00 -7.692489e-04 -3.749445e-04 -1.126611e-03 -2.096657e-05 
-3.945323e-06 6.599337e-06 0.000000e+00 1.261515e-04 0.000000e+00 0.000000e+00 3.800997e-01 -6.198976e-01 1.286407e+00 -2.364408e-05 3.956559e-05 0.000000e+00 7.563038e-04 0.000000e+00 0.000000e+00 -1.201062e-03 -5.854171e-04 -1.759026e-03 -5.110901e-05 
-6.811993e-06 1.139790e-05 0.000000e+00 2.178747e-04 0.000000e+00 0.000000e+00 3.799540e-01 -6.199686e-01 1.286193e+00 -3.399971e-05 5.692808e-05 0.000000e+00 1.088144e-03 0.000000e+00 0.000000e+00 -1.727964e-03 -8.422380e-04 -2.530706e-03 -1.057776e-04 
-1.080522e-05 1.808865e-05 0.000000e+00 3.457591e-04 0.000000e+00 0.000000e+00 3.797509e-01 -6.200676e-01 1.285896e+00 -4.619507e-05 7.741261e-05 0.000000e+00 1.479601e-03 0.000000e+00 0.000000e+00 -2.349436e-03 -1.145154e-03 -3.440888e-03 -1.953923e-04 
-1.610886e-05 2.698313e-05 0.000000e+00 5.157543e-04 0.000000e+00 0.000000e+00 3.794810e-01 -6.201992e-01 1.285500e+00 -6.020580e-05 1.010027e-04 0.000000e+00 1.930326e-03 0.000000e+00 0.000000e+00 -3.064864e-03 -1.493865e-03 -4.488675e-03 -3.324379e-04 
-2.290488e-05 3.839141e-05 0.000000e+00 7.337780e-04 0.000000e+00 0.000000e+00 3.791348e-01 -6.203679e-01 1.284994e+00 -7.600221e-05 1.276799e-04 0.000000e+00 2.439920e-03 0.000000e+00 0.000000e+00 -3.873542e-03 -1.888028e-03 -5.673032e-03 -5.312608e-04 
-3.137001e-05 5.262133e-05 0.000000e+00 1.005696e-03 0.000000e+00 0.000000e+00 3.787032e-01 -6.205783e-01 1.284361e+00 -9.354695e-05 1.574244e-04 0.000000e+00 3.007947e-03 0.000000e+00 0.000000e+00 -4.774673e-03 -2.327254e-03 -6.992791e-03 -8.076773e-04 
-4.167574e-05 6.997843e-05 0.000000e+00 1.337322e-03 0.000000e+00 0.000000e+00 3.781768e-01 -6.208349e-01 1.283591e+00 -1.127949e-04 1.902153e-04 0.000000e+00 3.633929e-03 0.000000e+00 0.000000e+00 -5.767366e-03 -2.811109e-03 -8.446649e-03 -1.178974e-03 
