0.000000e+00 0.000000e+00 0.000000e+00 
-4.275313e-02 -2.343936e-02 -9.575282e-03 
-8.546464e-02 -4.685628e-02 -1.914095e-02 
-1.280938e-01 -7.022942e-02 -2.868713e-02 
-1.706011e-01 -9.353866e-02 -3.820368e-02 
-2.129479e-01 -1.167651e-01 -4.768023e-02 
-2.550968e-01 -1.398911e-01 -5.710615e-02 
-2.970114e-01 -1.629001e-01 -6.647059e-02 
-3.386566e-01 -1.857770e-01 -7.576250e-02 
-3.799982e-01 -2.085077e-01 -8.497064e-02 
-4.210034e-01 -2.310793e-01 -9.408360e-02 
-4.616403e-01 -2.534802e-01 -1.030898e-01 
-5.018780e-01 -2.756997e-01 -1.119777e-01 
-5.416871e-01 -2.977283e-01 -1.207354e-01 
-5.810387e-01 -3.195578e-01 -1.293511e-01 
-6.199054e-01 -3.411805e-01 -1.378130e-01 
-6.582603e-01 -3.625903e-01 -1.461091e-01 
-6.960779e-01 -3.837816e-01 -1.542277e-01 
-7.333330e-01 -4.047499e-01 -1.621570e-01 
-7.700018e-01 -4.254914e-01 -1.698852e-01 
-8.060607e-01 -4.460033e-01 -1.774008e-01 
-8.414871e-01 -4.662835e-01 -1.846924e-01 
-8.762590e-01 -4.863306e-01 -1.917490e-01 
-9.103548e-01 -5.061437e-01 -1.985596e-01 
-9.437534e-01 -5.257228e-01 -2.051137e-01 
-9.764342e-01 -5.450684e-01 -2.114011e-01 
-1.008377e+00 -5.641813e-01 -2.174121e-01 
-1.039561e+00 -5.830629e-01 -2.231373e-01 
-1.069967e+00 -6.017151e-01 -2.285681e-01 
-1.099576e+00 -6.201401e-01 -2.336963e-01 
-1.128366e+00 -6.383405e-01 -2.385146e-01 
-1.156319e+00 -6.563189e-01 -2.430162e-01 
-1.183415e+00 -6.740784e-01 -2.471953e-01 
-1.209633e+00 -6.916222e-01 -2.510469e-01 
-1.234955e+00 -7.089536e-01 -2.545670e-01 
-1.259358e+00 -7.260761e-01 -2.577527e-01 
-1.282824e+00 -7.429930e-01 -2.606021e-01 
-1.305331e+00 -7.597077e-01 -2.631146e-01 
-1.326858e+00 -7.762236e-01 -2.652909e-01 
-1.347385e+00 -7.925438e-01 -2.671329e-01 
-1.366888e+00 -8.086714e-01 -2.686441e-01 
-1.385347e+00 -8.246090e-01 -2.698295e-01 
-1.402739e+00 -8.403590e-01 -2.706954e-01 
-1.419041e+00 -8.559234e-01 -2.712501e-01 
-1.434231e+00 -8.713034e-01 -2.715033e-01 
-1.448286e+00 -8.864998e-01 -2.714663e-01 
-1.461182e+00 -9.015127e-01 -2.711523e-01 
-1.472895e+00 -9.163411e-01 -2.705761e-01 
-1.483401e+00 -9.309832e-01 -2.697542e-01 
-1.492677e+00 -9.454358e-01 -2.687048e-01 
-1.500697e+00 -9.596945e-01 -2.674476e-01 
-1.507436e+00 -9.737532e-01 -2.660039e-01 
-1.512868e+00 -9.876043e-01 -2.643962e-01 
-1.516969e+00 -1.001238e+00 -2.626486e-01 
-1.519712e+00 -1.014642e+00 -2.607860e-01 
-1.521070e+00 -1.027803e+00 -2.588344e-01 
-1.521015e+00 -1.040702e+00 -2.568203e-01 
-1.519520e+00 -1.053321e+00 -2.547710e-01 
-1.516556e+00 -1.065635e+00 -2.527136e-01 
-1.512093e+00 -1.077617e+00 -2.506751e-01 
-1.506101e+00 -1.089237e+00 -2.486823e-01 
-1.498548e+00 -1.100460e+00 -2.467610e-01 
-1.489401e+00 -1.111246e+00 -2.449358e-01 
-1.478627e+00 -1.121551e+00 -2.432299e-01 
-1.466190e+00 -1.131327e+00 -2.416644e-01 
-1.452054e+00 -1.140518e+00 -2.402582e-01 
-1.436180e+00 -1.149067e+00 -2.390273e-01 
-1.418530e+00 -1.156909e+00 -2.379848e-01 
-1.399062e+00 -1.163974e+00 -2.371403e-01 
-1.377735e+00 -1.170187e+00 -2.364995e-01 
-1.354506e+00 -1.175467e+00 -2.360641e-01 
-1.329329e+00 -1.179730e+00 -2.358316e-01 
-1.302162e+00 -1.182885e+00 -2.357948e-01 
-1.272958e+00 -1.184839e+00 -2.359420e-01 
-1.241673e+00 -1.185492e+00 -2.362567e-01 
-1.208262e+00 -1.184743e+00 -2.367177e-01 
-1.172681e+00 -1.182489e+00 -2.372990e-01 
-1.134889e+00 -1.178622e+00 -2.379704e-01 
-1.094847e+00 -1.173037e+00 -2.386971e-01 
-1.052518e+00 -1.165625e+00 -2.394406e-01 
-1.007871e+00 -1.156282e+00 -2.401586e-01 
-9.608794e-01 -1.144905e+00 -2.408060e-01 
-9.115217e-01 -1.131392e+00 -2.413351e-01 
-8.597846e-01 -1.115650e+00 -2.416964e-01 
-8.056628e-01 -1.097591e+00 -2.418391e-01 
-7.491604e-01 -1.077132e+00 -2.417120e-01 
-6.902916e-01 -1.054202e+00 -2.412642e-01 
-6.290823e-01 -1.028740e+00 -2.404460e-01 
-5.655708e-01 -1.000696e+00 -2.392096e-01 
-4.998090e-01 -9.700340e-01 -2.375099e-01 
-4.318632e-01 -9.367319e-01 -2.353055e-01 
-3.618148e-01 -9.007829e-01 -2.325591e-01 
-2.897612e-01 -8.621967e-01 -2.292384e-01 
-2.158160e-01 -8.210002e-01 -2.253165e-01 
-1.401097e-01 -7.772380e-01 -2.207729e-01 
-6.278986e-02 -7.309734e-01 -2.155935e-01 
1.597948e-02 -6.822878e-01 -2.097711e-01 
9.601746e-02 -6.312818e-01 -2.033055e-01 
1.771272e-01 -5.780739e-01 -1.962038e-01 
2.590966e-01 -5.228012e-01 -1.884805e-01 
3.416987e-01 -4.656178e-01 -1.801567e-01 
4.246930e-01 -4.066938e-01 -1.712604e-01 
5.078273e-01 -3.462149e-01 -1.618257e-01 
5.908392e-01 -2.843811e-01 -1.518928e-01 
6.734580e-01 -2.214049e-01 -1.415072e-01 
7.554066e-01 -1.575099e-01 -1.307188e-01 
8.364039e-01 -9.292860e-02 -1.195815e-01 
9.161667e-01 -2.790039e-02 -1.081520e-01 
9.944121e-01 3.733033e-02 -9.648913e-02 
