-5.621394e+00 -9.824084e-01 7.480516e+00 1.410023e+00 8.119529e+00 1.529690e+00 -6.846925e+00 -1.205565e+00 -6.095913e+00 -1.016653e+00 7.730007e+00 1.556782e+00 
-1.605437e+01 -4.931770e+00 8.871581e+00 1.282189e+00 8.957387e+00 1.293845e+00 -2.448598e+01 -7.758805e+00 -1.027559e+01 -3.593134e+00 8.839338e+00 1.265572e+00 
-2.037326e+01 -7.350737e+00 1.068386e+01 1.609746e+00 1.081806e+01 1.645242e+00 -2.809302e+01 -1.005829e+01 -9.647034e+00 -3.742955e+00 1.068434e+01 1.610009e+00 
-2.159487e+01 -8.121802e+00 1.154925e+01 1.764284e+00 1.164530e+01 1.790240e+00 -2.826812e+01 -1.051133e+01 -9.692977e+00 -3.854853e+00 1.155692e+01 1.767800e+00 
-2.193558e+01 -8.271971e+00 1.113497e+01 1.718845e+00 1.111181e+01 1.711512e+00 -2.780539e+01 -1.035160e+01 -9.171013e+00 -3.733422e+00 1.111963e+01 1.711965e+00 
-2.285476e+01 -8.508893e+00 9.875294e+00 1.524995e+00 9.747952e+00 1.489187e+00 -2.835598e+01 -1.039253e+01 -7.399357e+00 -3.171266e+00 9.846111e+00 1.511334e+00 
-2.336026e+01 -8.460622e+00 8.453046e+00 1.260316e+00 8.304736e+00 1.219611e+00 -2.919887e+01 -1.033695e+01 -5.470866e+00 -2.547254e+00 8.432545e+00 1.250040e+00 
-2.209563e+01 -7.560333e+00 7.126033e+00 9.583020e-01 7.021716e+00 9.319844e-01 -2.848458e+01 -9.349304e+00 -4.684846e+00 -2.278098e+00 7.130247e+00 9.606536e-01 
-1.641305e+01 -4.583424e+00 5.472365e+00 5.399191e-01 5.459403e+00 5.452177e-01 -2.272646e+01 -5.561348e+00 -6.248822e+00 -2.576126e+00 5.527420e+00 5.738292e-01 
-8.738606e+00 -9.417265e-01 3.722904e+00 1.110547e-01 3.703425e+00 1.156927e-01 -1.500718e+01 -7.255627e-01 -6.447203e+00 -1.471307e+00 3.766278e+00 1.414198e-01 
-6.340092e+00 1.089170e-01 3.005790e+00 -9.863105e-02 2.989562e+00 -9.894808e-02 -1.233297e+01 1.102639e+00 -5.320988e+00 -3.334965e-01 3.020700e+00 -8.652124e-02 
-5.053433e+00 6.567021e-01 2.618733e+00 -2.492146e-01 2.608113e+00 -2.483918e-01 -1.072747e+01 2.246501e+00 -4.569161e+00 3.800493e-01 2.629152e+00 -2.391459e-01 
-3.991754e+00 1.072898e+00 2.356137e+00 -3.692956e-01 2.347794e+00 -3.672254e-01 -9.329542e+00 3.212584e+00 -3.913120e+00 1.009730e+00 2.364551e+00 -3.592697e-01 
-3.023062e+00 1.416584e+00 2.157895e+00 -4.668135e-01 2.150281e+00 -4.637000e-01 -7.995214e+00 4.087795e+00 -3.281311e+00 1.616600e+00 2.164514e+00 -4.565448e-01 
-2.093487e+00 1.713795e+00 1.989169e+00 -5.466122e-01 1.981235e+00 -5.425752e-01 -6.666062e+00 4.907510e+00 -2.634487e+00 2.226357e+00 1.993970e+00 -5.359417e-01 
-1.171736e+00 1.979155e+00 1.825866e+00 -6.119434e-01 1.816903e+00 -6.070545e-01 -5.306758e+00 5.690815e+00 -1.946282e+00 2.854116e+00 1.828681e+00 -6.008895e-01 
-2.409719e-01 2.220699e+00 1.650290e+00 -6.652601e-01 1.639713e+00 -6.595415e-01 -3.896169e+00 6.445890e+00 -1.198755e+00 3.507701e+00 1.650951e+00 -6.538567e-01 
7.020553e-01 2.440249e+00 1.449348e+00 -7.083772e-01 1.436723e+00 -7.018423e-01 -2.423889e+00 7.172845e+00 -3.806975e-01 4.189297e+00 1.447706e+00 -6.967573e-01 
1.643910e+00 2.632559e+00 1.213629e+00 -7.427645e-01 1.198723e+00 -7.354313e-01 -8.883937e-01 7.865916e+00 5.151428e-01 4.896992e+00 1.209643e+00 -7.311764e-01 
2.545875e+00 2.781918e+00 9.376041e-01 -7.696502e-01 9.204373e-01 -7.615651e-01 7.040078e-01 8.515032e+00 1.494849e+00 5.626026e+00 9.314259e-01 -7.584424e-01 
3.335093e+00 2.858429e+00 6.199410e-01 -7.901942e-01 6.008859e-01 -7.814428e-01 2.342480e+00 9.109321e+00 2.567699e+00 6.371497e+00 6.119932e-01 -7.798023e-01 
3.908339e+00 2.820371e+00 2.636871e-01 -8.057053e-01 2.434788e-01 -7.964290e-01 4.013044e+00 9.639865e+00 3.746766e+00 7.129716e+00 2.547117e-01 -7.966084e-01 
4.172967e+00 2.634549e+00 -1.242541e-01 -8.180018e-01 -1.449429e-01 -8.084482e-01 5.690210e+00 1.009751e+01 5.035846e+00 7.893605e+00 -1.333367e-01 -8.105538e-01 
4.114209e+00 2.308388e+00 -5.337628e-01 -8.296193e-01 -5.548990e-01 -8.202376e-01 7.318434e+00 1.046552e+01 6.403036e+00 8.642051e+00 -5.420914e-01 -8.239420e-01 
