-2.088741e-01 0.000000e+00 7.409910e-01 -5.321168e-01 -1.570796e+00 3.141593e+00 0.000000e+00 -1.570796e+00 -2.088741e-01 7.409910e-01 0.000000e+00 -5.321168e-01 -1.093937e+00 1.433417e-01 6.468424e-01 4.470945e-01 -1.433417e-01 0.000000e+00 0.000000e+00 1.433417e-01 1.093937e+00 -6.468424e-01 -1.433417e-01 -4.470945e-01 0.000000e+00 
-2.299747e-01 2.942246e-03 7.529536e-01 -5.229776e-01 -1.573738e+00 3.141590e+00 9.250236e-07 -1.567850e+00 -1.948087e-01 7.385474e-01 -2.945457e-03 -5.437372e-01 -1.017723e+00 1.482103e-01 5.518115e-01 4.660856e-01 -1.481050e-01 -3.979611e-04 1.405630e-04 1.486998e-01 3.123056e-01 4.073575e-01 -1.486533e-01 -7.194705e-01 -2.224405e-03 
-2.496431e-01 5.853262e-03 7.631510e-01 -5.135009e-01 -1.576645e+00 3.141576e+00 7.221304e-06 -1.564922e+00 -1.961391e-01 7.569397e-01 -5.873155e-03 -5.607926e-01 -9.505160e-01 1.416226e-01 4.699278e-01 4.809728e-01 -1.413927e-01 -8.713256e-04 5.091110e-04 1.429214e-01 -4.333625e-01 1.410656e+00 -1.428426e-01 -9.768640e-01 -1.892316e-01 
-2.680478e-01 8.572623e-03 7.718235e-01 -5.037598e-01 -1.579359e+00 3.141557e+00 2.124678e-05 -1.562170e+00 -2.114800e-01 7.937300e-01 -8.622771e-03 -5.822323e-01 -8.911898e-01 1.297597e-01 3.989741e-01 4.926834e-01 -1.294750e-01 -1.056354e-03 8.724268e-04 1.316431e-01 -1.080681e+00 2.229752e+00 -1.314899e-01 -1.148540e+00 -5.100938e-01 
-2.853368e-01 1.102974e-02 7.791700e-01 -4.938082e-01 -1.581811e+00 3.141536e+00 4.064020e-05 -1.559672e+00 -2.384944e-01 8.444247e-01 -1.111538e-02 -6.059021e-01 -8.387894e-01 1.157589e-01 3.370359e-01 5.021891e-01 -1.154803e-01 -9.876190e-04 1.023000e-03 1.178258e-01 -1.598174e+00 2.795150e+00 -1.174917e-01 -1.196469e+00 -8.993386e-01 
-3.016402e-01 1.319924e-02 7.853543e-01 -4.836812e-01 -1.583975e+00 3.141518e+00 6.039449e-05 -1.557463e+00 -2.745160e-01 9.037706e-01 -1.331573e-02 -6.292170e-01 -7.925116e-01 1.011723e-01 2.825034e-01 5.103475e-01 -1.009366e-01 -7.785304e-04 9.114242e-04 1.030381e-01 -1.982495e+00 3.096821e+00 -1.024665e-01 -1.113917e+00 -1.300488e+00 
-3.170735e-01 1.507771e-02 7.905105e-01 -4.733985e-01 -1.585849e+00 3.141505e+00 7.576666e-05 -1.555552e+00 -3.169798e-01 9.666929e-01 -1.521363e-02 -6.496687e-01 -7.516784e-01 8.673421e-02 2.340285e-01 5.178713e-01 -8.655782e-02 -5.237177e-04 6.005196e-04 8.814293e-02 -2.244728e+00 3.158119e+00 -8.736663e-02 -9.131109e-01 -1.672965e+00 
-3.317397e-01 1.667175e-02 7.947482e-01 -4.629667e-01 -1.587441e+00 3.141497e+00 8.374801e-05 -1.553935e+00 -3.635844e-01 1.028724e+00 -1.681376e-02 -6.650904e-01 -7.157108e-01 7.276013e-02 1.904720e-01 5.253465e-01 -7.264554e-02 -2.812422e-04 1.897336e-04 7.364978e-02 -2.398735e+00 3.013618e+00 -7.276394e-02 -6.147344e-01 -1.989118e+00 
-3.457310e-01 1.799193e-02 7.981556e-01 -4.523817e-01 -1.588759e+00 3.141494e+00 8.330306e-05 -1.552601e+00 -4.122811e-01 1.086099e+00 -1.812984e-02 -6.737672e-01 -6.841069e-01 5.935430e-02 1.508553e-01 5.332622e-01 -5.929584e-02 -7.909571e-05 -2.291131e-04 5.988077e-02 -2.455380e+00 2.698194e+00 -5.900451e-02 -2.427844e-01 -2.230213e+00 
-3.591302e-01 1.904972e-02 8.008029e-01 -4.416304e-01 -1.589816e+00 3.141494e+00 7.500423e-05 -1.551533e+00 -4.611952e-01 1.135727e+00 -1.918088e-02 -6.744820e-01 -6.564239e-01 4.651702e-02 1.143206e-01 5.420382e-01 -4.650584e-02 7.506674e-05 -5.866307e-04 4.703309e-02 -2.421261e+00 2.244110e+00 -4.628216e-02 1.770846e-01 -2.384548e+00 
-3.720115e-01 1.985608e-02 8.027438e-01 -4.306919e-01 -1.590623e+00 3.141496e+00 6.053956e-05 -1.550713e+00 -5.085506e-01 1.175141e+00 -1.998849e-02 -6.665425e-01 -6.322646e-01 3.419950e-02 8.009939e-02 5.520460e-01 -3.422598e-02 1.840229e-04 -8.404835e-04 3.519205e-02 -2.299981e+00 1.681694e+00 -3.466036e-02 6.181456e-01 -2.447426e+00 
-3.844418e-01 2.042070e-02 8.040176e-01 -4.195381e-01 -1.591188e+00 3.141501e+00 4.218216e-05 -1.550119e+00 -5.526336e-01 1.202472e+00 -2.057421e-02 -6.497942e-01 -6.112655e-01 2.233167e-02 4.748679e-02 5.636246e-01 -2.238649e-02 2.547831e-04 -9.748490e-04 2.432345e-02 -2.094654e+00 1.040901e+00 -2.407151e-02 1.053562e+00 -2.421774e+00 
-3.964809e-01 2.075182e-02 8.046496e-01 -4.081344e-01 -1.591521e+00 3.141506e+00 2.229082e-05 -1.549734e+00 -5.918119e-01 1.216459e+00 -2.095695e-02 -6.246066e-01 -5.930874e-01 1.083596e-02 1.582042e-02 5.770936e-01 -1.091056e-02 2.952770e-04 -9.969578e-04 1.426839e-02 -1.810761e+00 3.524139e-01 -1.431907e-02 1.458126e+00 -2.318099e+00 
-4.081819e-01 2.085610e-02 8.046525e-01 -3.964397e-01 -1.591626e+00 3.141512e+00 2.898073e-06 -1.549545e+00 -6.246069e-01 1.216462e+00 -2.115054e-02 -5.918191e-01 -5.774070e-01 -3.661190e-04 -1.553785e-02 5.927640e-01 2.790095e-04 3.131519e-04 -9.301396e-04 4.756141e-03 -1.458498e+00 -3.521177e-01 -5.099350e-03 1.810382e+00 -2.152812e+00 
-4.195917e-01 2.073863e-02 8.040260e-01 -3.844070e-01 -1.591511e+00 3.141519e+00 -1.452489e-05 -1.549543e+00 -6.498017e-01 1.202481e+00 -2.116204e-02 -5.526483e-01 -5.639084e-01 -1.135105e-02 -4.721866e-02 6.109472e-01 1.125741e-02 3.147483e-04 -8.052610e-04 -4.557634e-03 -1.053903e+00 -1.040622e+00 3.953262e-03 2.094293e+00 -1.944771e+00 
-4.307507e-01 2.040301e-02 8.027573e-01 -3.719829e-01 -1.591177e+00 3.141525e+00 -2.912291e-05 -1.549728e+00 -6.665564e-01 1.175155e+00 -2.099106e-02 -5.085721e-01 -5.522751e-01 -2.219225e-02 -7.986121e-02 6.319629e-01 2.209692e-02 3.048965e-04 -6.518683e-04 -1.403395e-02 -6.184351e-01 -1.681451e+00 1.320651e-02 2.299664e+00 -1.711073e+00 
-4.416930e-01 1.985143e-02 8.008207e-01 -3.591074e-01 -1.590627e+00 3.141531e+00 -4.056517e-05 -1.550107e+00 -6.745010e-01 1.135746e+00 -2.063033e-02 -4.612224e-01 -5.421820e-01 -3.295989e-02 -1.141297e-01 6.561476e-01 3.286659e-02 2.872529e-04 -4.922870e-04 -2.398963e-02 -1.773018e-01 -2.243920e+00 2.297335e-02 2.421014e+00 -1.463890e+00 
-4.524460e-01 1.908466e-02 7.981766e-01 -3.457135e-01 -1.589862e+00 3.141536e+00 -4.887424e-05 -1.550692e+00 -6.737897e-01 1.086120e+00 -2.006721e-02 -4.123123e-01 -5.332859e-01 -4.372109e-02 -1.507308e-01 6.838624e-01 4.363250e-02 2.642202e-04 -3.409804e-04 -3.464963e-02 2.426551e-01 -2.698078e+00 3.347438e-02 2.455231e+00 -1.209791e+00 
-4.630299e-01 1.810219e-02 7.947708e-01 -3.317267e-01 -1.588882e+00 3.141541e+00 -5.430593e-05 -1.551499e+00 -6.651144e-01 1.028746e+00 -1.928565e-02 -3.636174e-01 -5.252151e-01 -5.454044e-02 -1.904334e-01 7.155032e-01 5.445824e-02 2.382782e-04 -2.059267e-04 -4.612485e-02 6.147053e-01 -3.013591e+00 4.482852e-02 2.398709e+00 -9.517417e-01 
