0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
-7.237623e-10 -1.785948e-10 0.000000e+00 1.589562e-09 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 -2.835746e-08 -6.945365e-09 0.000000e+00 6.551731e-08 0.000000e+00 0.000000e+00 -6.114028e-08 6.732329e-07 -3.604821e-06 -1.556376e-11 
-1.077915e-08 -2.544755e-09 0.000000e+00 2.856065e-08 0.000000e+00 0.000000e+00 3.803000e-01 -6.197998e-01 1.286699e+00 -2.045203e-07 -4.743264e-08 0.000000e+00 6.024461e-07 0.000000e+00 0.000000e+00 -3.539821e-07 4.110531e-06 -2.655542e-05 -8.649851e-10 
-4.972878e-08 -1.114279e-08 0.000000e+00 1.606150e-07 0.000000e+00 0.000000e+00 3.802999e-01 -6.197991e-01 1.286694e+00 -6.222488e-07 -1.314975e-07 0.000000e+00 2.302873e-06 0.000000e+00 0.000000e+00 -9.753731e-07 1.024289e-05 -8.220779e-05 -8.776588e-09 
-1.453538e-07 -2.989291e-08 0.000000e+00 5.584290e-07 0.000000e+00 0.000000e+00 3.802998e-01 -6.197977e-01 1.286681e+00 -1.334621e-06 -2.450834e-07 0.000000e+00 6.091570e-06 0.000000e+00 0.000000e+00 -2.211525e-06 1.716666e-05 -1.787501e-04 -4.237346e-08 
-3.274603e-07 -5.990504e-08 0.000000e+00 1.486726e-06 0.000000e+00 0.000000e+00 3.802994e-01 -6.197957e-01 1.286656e+00 -2.369874e-06 -3.504768e-07 0.000000e+00 1.311986e-05 0.000000e+00 0.000000e+00 -4.888506e-06 2.234782e-05 -3.202230e-04 -1.432889e-07 
-6.305190e-07 -9.789894e-08 0.000000e+00 3.334745e-06 0.000000e+00 0.000000e+00 3.802987e-01 -6.197934e-01 1.286615e+00 -3.744591e-06 -3.925311e-07 0.000000e+00 2.472698e-05 0.000000e+00 0.000000e+00 -1.034187e-05 2.311965e-05 -5.081988e-04 -3.778311e-07 
-1.088316e-06 -1.339610e-07 0.000000e+00 6.634903e-06 0.000000e+00 0.000000e+00 3.802972e-01 -6.197913e-01 1.286553e+00 -5.473432e-06 -3.000798e-07 0.000000e+00 4.242329e-05 0.000000e+00 0.000000e+00 -2.058231e-05 1.737961e-05 -7.425173e-04 -8.541192e-07 
-1.737274e-06 -1.506790e-07 0.000000e+00 1.207699e-05 0.000000e+00 0.000000e+00 3.802943e-01 -6.197902e-01 1.286465e+00 -7.572461e-06 8.428514e-09 0.000000e+00 6.784761e-05 0.000000e+00 0.000000e+00 -3.808420e-05 3.447250e-06 -1.022206e-03 -1.728485e-06 
-2.615720e-06 -1.221098e-07 0.000000e+00 2.051982e-05 0.000000e+00 0.000000e+00 3.802892e-01 -6.197909e-01 1.286347e+00 -1.006142e-05 6.219255e-07 0.000000e+00 1.027368e-04 0.000000e+00 0.000000e+00 -6.570025e-05 -1.990725e-05 -1.345942e-03 -3.222279e-06 
